id_cliente,nome,id_venda,data_venda,email,estado,status_pedido
647,Dra. Maria Laura Montenegro,646,2025-08-08,da-cunhanina@example.org,ES,atrasado
649,Cauã Mendes,4212,2025-08-07,fbarbosa@example.com,TO,atrasado
650,Dra. Maria Luísa da Mota,5000,2025-08-04,pereiraliam@example.org,GO,atrasado
651,Valentina Pires,4422,2025-07-12,salesleticia@example.net,ES,atrasado
661,Asafe Sampaio,3507,2025-07-27,teixeiraana@example.net,RJ,atrasado
661,Asafe Sampaio,2169,2025-07-22,teixeiraana@example.net,RJ,atrasado
662,Ana Liz da Rocha,3731,2025-07-29,pietramartins@example.net,CE,atrasado
662,Ana Liz da Rocha,1345,2025-07-16,pietramartins@example.net,CE,atrasado
664,Davi Lucca Borges,746,2025-07-28,acampos@example.com,MS,atrasado
664,Davi Lucca Borges,3669,2025-07-16,acampos@example.com,MS,atrasado
669,Srta. Isis Ramos,2013,2025-07-31,bella77@example.com,ES,atrasado
669,Srta. Isis Ramos,21,2025-07-27,bella77@example.com,ES,atrasado
670,Ana Beatriz Melo,3945,2025-07-14,ggarcia@example.net,PA,atrasado
671,Sr. Vinicius Sales,4257,2025-07-14,maria-lizcostela@example.org,PR,atrasado
675,Emanuella Cirino,4146,2025-07-27,portomatheus@example.org,ES,atrasado
675,Emanuella Cirino,2840,2025-07-21,portomatheus@example.org,ES,atrasado
678,Sr. Pedro Miguel Pinto,2366,2025-07-25,jademoraes@example.com,PE,atrasado
680,Lucas Gabriel Viana,1615,2025-08-01,julia42@example.net,AM,atrasado
681,Maria Luísa Fonseca,4102,2025-07-23,srocha@example.net,SE,atrasado
682,Lunna Nogueira,2652,2025-07-29,fariasyuri@example.org,PA,atrasado
685,Dra. Ana Cecília Jesus,3951,2025-07-16,freitasaugusto@example.net,MA,atrasado
687,Bianca Ferreira,4474,2025-08-03,luiz-felipe05@example.com,DF,atrasado
687,Bianca Ferreira,3204,2025-07-19,luiz-felipe05@example.com,DF,atrasado
694,Maria Vitória Silveira,2103,2025-07-30,gael-henriquepires@example.com,PB,atrasado
695,Lunna Peixoto,4808,2025-08-07,souzafernando@example.com,SC,atrasado
697,Ana Liz Monteiro,4850,2025-07-13,ferreiraaurora@example.com,RJ,atrasado
698,Srta. Larissa da Mota,4868,2025-07-30,vmacedo@example.net,MG,atrasado
698,Srta. Larissa da Mota,4967,2025-07-16,vmacedo@example.net,MG,atrasado
702,Sr. Kevin Pires,485,2025-08-06,ravilima@example.org,GO,atrasado
708,Daniel Borges,62,2025-07-14,ottopereira@example.net,BA,atrasado
713,Benjamim Nogueira,2522,2025-07-17,jade70@example.com,ES,atrasado
714,Dr. Apollo da Rosa,3587,2025-07-15,cirinopedro-henrique@example.net,MG,atrasado
716,Manuela Cassiano,398,2025-08-04,danielmonteiro@example.org,PI,atrasado
719,Ana Clara Fonseca,427,2025-07-25,esternovais@example.net,AL,atrasado
722,Bianca Martins,228,2025-08-07,agathacaldeira@example.com,MA,atrasado
729,Dante Dias,3769,2025-07-27,sousabeatriz@example.com,RJ,atrasado
730,Olívia Cunha,1662,2025-07-28,ryanferreira@example.org,PB,atrasado
730,Olívia Cunha,3001,2025-07-22,ryanferreira@example.org,PB,atrasado
733,Evelyn Martins,1474,2025-07-18,luiz-gustavo91@example.net,RJ,atrasado
736,Dra. Luara Leão,2351,2025-08-04,gcassiano@example.net,MS,atrasado
737,Vinicius Fogaça,3462,2025-07-19,agatha90@example.org,PI,atrasado
738,Ísis Montenegro,4727,2025-08-05,valmeida@example.org,DF,atrasado
742,Pedro Monteiro,1053,2025-08-04,acorreia@example.org,DF,atrasado
744,Rafael Costa,4775,2025-07-30,brenda61@example.net,ES,atrasado
746,Melina Vasconcelos,1138,2025-07-12,leandro41@example.net,AP,atrasado
748,Srta. Raquel Azevedo,2624,2025-07-28,walmeida@example.org,RR,atrasado
748,Srta. Raquel Azevedo,1699,2025-07-21,walmeida@example.org,RR,atrasado
753,Isabella Barbosa,955,2025-07-17,evieira@example.org,MT,atrasado
754,Gustavo Camargo,809,2025-08-04,vmoraes@example.org,GO,atrasado
754,Gustavo Camargo,1187,2025-07-26,vmoraes@example.org,GO,atrasado
759,Cecília Siqueira,4513,2025-07-26,emanuel56@example.org,SE,atrasado
763,Rhavi Porto,4190,2025-08-08,ayllaandrade@example.com,SP,atrasado
763,Rhavi Porto,4013,2025-08-07,ayllaandrade@example.com,SP,atrasado
763,Rhavi Porto,3674,2025-07-16,ayllaandrade@example.com,SP,atrasado
767,Ana Luiza Aparecida,3437,2025-07-14,ksousa@example.org,PB,atrasado
769,Maria Luísa Almeida,923,2025-07-22,gael-henrique49@example.org,PA,atrasado
771,Eloá Pires,2005,2025-07-13,mathias39@example.org,SC,atrasado
772,Aurora Campos,1976,2025-07-16,fda-luz@example.org,RO,atrasado
777,Matteo Andrade,4042,2025-07-27,rhavibarros@example.com,RS,atrasado
778,Sr. Yago Cardoso,889,2025-07-24,cardosojoao@example.net,SE,atrasado
779,Gabriela Guerra,3864,2025-07-16,maria64@example.net,RR,atrasado
780,Alice Macedo,1926,2025-07-24,marcelo75@example.net,PA,atrasado
785,Maria Clara Marques,1684,2025-07-30,das-nevesvitor@example.org,AL,atrasado
786,Emanuelly da Luz,4672,2025-07-29,levi01@example.net,RJ,atrasado
786,Emanuelly da Luz,2268,2025-07-26,levi01@example.net,RJ,atrasado
790,Dr. Luiz Felipe Santos,3549,2025-07-30,marinanogueira@example.org,BA,atrasado
790,Dr. Luiz Felipe Santos,2547,2025-07-23,marinanogueira@example.org,BA,atrasado
792,Sra. Ana Clara Mendonça,1316,2025-07-13,castrobernardo@example.org,CE,atrasado
793,José Machado,336,2025-08-01,ileao@example.org,CE,atrasado
793,José Machado,3259,2025-07-18,ileao@example.org,CE,atrasado
794,Valentim Rios,1860,2025-07-23,aragaodavi-lucca@example.net,RO,atrasado
799,Maria Vitória Silveira,3937,2025-08-01,cardosodom@example.net,TO,atrasado
799,Maria Vitória Silveira,4712,2025-07-28,cardosodom@example.net,TO,atrasado
799,Maria Vitória Silveira,2350,2025-07-27,cardosodom@example.net,TO,atrasado
799,Maria Vitória Silveira,3762,2025-07-23,cardosodom@example.net,TO,atrasado
800,Sr. Isaque Freitas,3896,2025-07-21,ravi-luccacastro@example.net,RJ,atrasado
800,Sr. Isaque Freitas,31,2025-07-21,ravi-luccacastro@example.net,RJ,atrasado
802,Catarina Castro,1573,2025-08-07,luna34@example.com,RN,atrasado
804,Camila Cassiano,3660,2025-08-02,osouza@example.com,RN,atrasado
805,Srta. Stephany Barbosa,1929,2025-07-22,lopesjuan@example.org,RS,atrasado
806,Sofia Lopes,175,2025-07-27,bpacheco@example.org,ES,atrasado
808,Carolina Rodrigues,2626,2025-07-31,nguerra@example.org,MS,atrasado
809,Otávio Santos,2684,2025-07-28,anthonycunha@example.net,PE,atrasado
809,Otávio Santos,1470,2025-07-14,anthonycunha@example.net,PE,atrasado
810,Liam Cavalcanti,718,2025-08-07,gabriel84@example.net,ES,atrasado
811,Juliana Cavalcante,1255,2025-07-29,carlos-eduardo92@example.org,AC,atrasado
812,Carolina Rezende,4183,2025-08-05,pfonseca@example.net,RJ,atrasado
817,Júlia Vieira,3770,2025-07-24,saleslucas@example.org,MG,atrasado
818,Carolina Cardoso,3913,2025-07-17,fogacamaria-helena@example.com,ES,atrasado
823,Augusto Caldeira,161,2025-07-18,maria-luisamonteiro@example.com,MA,atrasado
824,Heloísa Novais,3939,2025-07-30,mcavalcante@example.net,RS,atrasado
824,Heloísa Novais,4063,2025-07-19,mcavalcante@example.net,RS,atrasado
825,Raquel Peixoto,140,2025-07-22,diasdavi-lucas@example.org,RR,atrasado
826,Eduardo Oliveira,3388,2025-07-22,monteirobenjamin@example.org,PR,atrasado
826,Eduardo Oliveira,525,2025-07-14,monteirobenjamin@example.org,PR,atrasado
828,Enzo Gabriel Cardoso,2474,2025-07-28,alice56@example.net,PA,atrasado
830,João Pedro Jesus,3977,2025-08-06,ana-vitoriada-mota@example.org,AM,atrasado
830,João Pedro Jesus,2616,2025-07-19,ana-vitoriada-mota@example.org,AM,atrasado
837,Amanda Mendonça,3488,2025-07-13,joanada-mota@example.net,RJ,atrasado
844,Sra. Ana Beatriz Andrade,106,2025-07-29,borgesbenicio@example.net,MS,atrasado
844,Sra. Ana Beatriz Andrade,4121,2025-07-28,borgesbenicio@example.net,MS,atrasado
845,Srta. Kamilly Aparecida,1813,2025-07-29,hellenasales@example.com,SC,atrasado
847,Beatriz Viana,2594,2025-08-08,manuelaguerra@example.org,CE,atrasado
852,Liam Albuquerque,821,2025-07-28,bruna63@example.org,PR,atrasado
852,Liam Albuquerque,1113,2025-07-12,bruna63@example.org,PR,atrasado
853,Srta. Lívia Azevedo,1788,2025-07-19,pborges@example.com,PI,atrasado
854,Antonella Barbosa,1137,2025-07-26,marcos-viniciusaragao@example.net,PA,atrasado
854,Antonella Barbosa,3089,2025-07-21,marcos-viniciusaragao@example.net,PA,atrasado
857,Isabelly Costa,1720,2025-07-21,limalarissa@example.com,MT,atrasado
861,Dante Cavalcante,2633,2025-07-31,apolloleao@example.com,CE,atrasado
863,Dra. Manuella Gomes,4858,2025-07-19,vitor-gabriel63@example.net,DF,atrasado
866,Luigi Macedo,460,2025-08-05,yagofreitas@example.org,RO,atrasado
868,Ana Carolina Machado,1277,2025-08-02,lcassiano@example.net,SE,atrasado
868,Ana Carolina Machado,2099,2025-07-28,lcassiano@example.net,SE,atrasado
873,Henrique Moura,2475,2025-08-05,claricecarvalho@example.com,RO,atrasado
879,Paulo Lima,1839,2025-07-30,eloamonteiro@example.org,RO,atrasado
881,Valentina Pastor,3904,2025-07-16,luiz-gustavocirino@example.net,MG,atrasado
884,Mathias Cirino,4505,2025-08-04,hpastor@example.com,MT,atrasado
885,Sr. Paulo Fernandes,1199,2025-08-08,gmendes@example.net,PA,atrasado
885,Sr. Paulo Fernandes,4645,2025-07-19,gmendes@example.net,PA,atrasado
886,Cecilia Ramos,964,2025-07-20,barrosvalentim@example.org,ES,atrasado
888,Bernardo Marques,4035,2025-08-04,silvagiovanna@example.org,RR,atrasado
888,Bernardo Marques,4647,2025-07-27,silvagiovanna@example.org,RR,atrasado
891,João Miguel Alves,4751,2025-07-15,lcavalcante@example.net,AP,atrasado
892,Maria Júlia Correia,4964,2025-07-17,yanlima@example.net,RN,atrasado
900,Arthur Leão,4077,2025-07-19,pedro-henrique91@example.com,SP,atrasado
901,Noah Ribeiro,1025,2025-07-23,vsilva@example.org,GO,atrasado
902,Rafael Caldeira,3125,2025-07-16,antonymoreira@example.org,RR,atrasado
903,Ravy Alves,4,2025-07-26,helena03@example.com,PI,atrasado
906,Benjamim Novaes,2953,2025-08-03,wdas-neves@example.net,RO,atrasado
906,Benjamim Novaes,4972,2025-07-30,wdas-neves@example.net,RO,atrasado
906,Benjamim Novaes,599,2025-07-22,wdas-neves@example.net,RO,atrasado
909,Davi Brito,3832,2025-07-13,freitasmaria-clara@example.net,RJ,atrasado
911,Luana Cavalcante,3920,2025-08-03,maria-juliavasconcelos@example.org,ES,atrasado
911,Luana Cavalcante,3547,2025-07-22,maria-juliavasconcelos@example.org,ES,atrasado
911,Luana Cavalcante,4657,2025-07-15,maria-juliavasconcelos@example.org,ES,atrasado
912,João Guilherme da Paz,3628,2025-08-02,limamariana@example.com,BA,atrasado
912,João Guilherme da Paz,3418,2025-08-02,limamariana@example.com,BA,atrasado
922,João Felipe Costa,1482,2025-08-04,augustoporto@example.net,SC,atrasado
924,Daniel Cavalcanti,1088,2025-07-17,ana-laura92@example.org,PE,atrasado
925,Ana Júlia Fogaça,2039,2025-07-28,piressarah@example.net,MG,atrasado
929,Léo Brito,1364,2025-07-24,luiz-otaviogoncalves@example.org,PE,atrasado
931,Juan Sá,147,2025-07-22,silveiraalice@example.com,CE,atrasado
936,Helena Nascimento,1616,2025-08-02,ana-cecilia77@example.net,SE,atrasado
942,Maysa Almeida,4834,2025-07-15,maria-julia15@example.org,BA,atrasado
943,Camila Moreira,4307,2025-07-13,lais87@example.org,MG,atrasado
944,Luiz Felipe Araújo,2861,2025-08-06,yda-rosa@example.net,RR,atrasado
945,João Gabriel Fernandes,3586,2025-07-23,liviasampaio@example.net,PR,atrasado
947,Matteo Almeida,459,2025-07-12,cda-paz@example.org,RS,atrasado
948,Lucas Farias,703,2025-07-18,henry-gabriel52@example.org,MA,atrasado
950,Melissa Campos,2342,2025-07-20,fogacalucas@example.net,AL,atrasado
952,Theo Rocha,4979,2025-07-17,vianaisaac@example.org,MG,atrasado
952,Theo Rocha,4277,2025-07-13,vianaisaac@example.org,MG,atrasado
958,Srta. Laís Cirino,3659,2025-08-03,bgarcia@example.com,DF,atrasado
960,Sr. Nathan Rocha,4415,2025-07-20,psilva@example.com,RO,atrasado
962,Murilo Novais,3219,2025-07-12,luiz-henriqueguerra@example.org,PR,atrasado
964,Srta. Ana Beatriz Moreira,1260,2025-07-23,isabelnunes@example.org,RR,atrasado
967,Gustavo Henrique da Rosa,4718,2025-07-25,lmonteiro@example.net,MG,atrasado
972,Stella Araújo,3114,2025-07-17,gomesrhavi@example.org,AP,atrasado
976,Lunna Peixoto,2092,2025-07-19,marquesgael-henrique@example.com,DF,atrasado
977,Sr. Miguel Vieira,897,2025-08-07,alanajesus@example.net,SE,atrasado
977,Sr. Miguel Vieira,2412,2025-07-16,alanajesus@example.net,SE,atrasado
981,João Felipe Sales,1028,2025-07-20,ana-laura27@example.com,ES,atrasado
984,Davi Luiz da Cruz,4327,2025-08-07,jose92@example.net,AC,atrasado
984,Davi Luiz da Cruz,2907,2025-07-16,jose92@example.net,AC,atrasado
990,Olivia Leão,1242,2025-07-29,beniciobrito@example.net,RR,atrasado
990,Olivia Leão,4939,2025-07-29,beniciobrito@example.net,RR,atrasado
991,Maria Helena Ribeiro,4723,2025-07-26,xabreu@example.org,SE,atrasado
993,Maria Flor Leão,3542,2025-07-15,efreitas@example.net,GO,atrasado
997,Francisco Ramos,3734,2025-07-18,leonardovieira@example.org,TO,atrasado
998,Oliver Farias,1368,2025-07-26,silvahenrique@example.net,PR,atrasado
999,Sr. Kaique Guerra,2258,2025-07-19,jsousa@example.org,CE,atrasado
